Company1,Company2,weight
Packages Limited,AIESEC (Pakistan),3
Packages Limited,Pakistan Centre for Philanthropy,3
Packages Limited,Habib University Foundation,1
Packages Limited,Maersk Pakistan (Pvt) Ltd.,2
Attock Refinery Limited,Attock Sahara Foundation,1
Attock Refinery Limited,Society for the Promotion of Engg Sciences & Technology,1
Attock Refinery Limited,Institute of Cost & Management Accountants of Pakistan,1
Attock Refinery Limited,National Refinery Limited,4
Attock Refinery Limited,Laith Trading & Contracting Co. Ltd.,1
Attock Refinery Limited,Pharaon Investment Group Ltd. Holding,2
Attock Refinery Limited,The Attock Oil Company Limited,3
Attock Refinery Limited,Attock Gen Limited,4
Attock Refinery Limited,Pakistan Centre for Philanthropy,1
Attock Refinery Limited,AIESEC (Pakistan),1
Attock Refinery Limited,Attock Group of Cos.,1
Attock Refinery Limited,Attock Hospital Pvt Ltd.,2
Attock Refinery Limited,Attock Leisure & Management Associates Pvt Ltd.,1
Attock Refinery Limited,Rawal Lodges Development Pvt Ltd.,1
Attock Refinery Limited,Angoori Heights Development Pvt Ltd.,1
Attock Refinery Limited,Falcon Pakistan Pvt Ltd.,1
Attock Refinery Limited,National Management Foundation,1
Attock Refinery Limited,Sustainable Development Policy Institute,1
Attock Refinery Limited,Karandaaz Pakistan,1
National Refinery Limited,Laith Trading & Contracting Co. Ltd.,1
National Refinery Limited,Pharaon Investment Group Ltd. Holding,2
National Refinery Limited,The Attock Oil Company Limited,3
National Refinery Limited,Attock Gen Limited,3
National Refinery Limited,Attock Group of Cos.,1
National Refinery Limited,Attock Hospital Pvt Ltd.,1
National Refinery Limited,Attock Leisure & Management Associates Pvt Ltd.,1
National Refinery Limited,Rawal Lodges Development Pvt Ltd.,1
National Refinery Limited,Angoori Heights Development Pvt Ltd.,1
National Refinery Limited,Falcon Pakistan Pvt Ltd.,1
National Refinery Limited,Institute of Chartered Accountant of Pakistan,1
National Refinery Limited,Silkbank Limited,1
National Refinery Limited,FFC Energy Limited,1
National Refinery Limited,Khyber Pakhtunkhwa Oil & Gas ltd,1
National Refinery Limited,CAS Management Pvt ltd,1
National Refinery Limited,House Building  Finance Corp,1
National Refinery Limited,The Islamic Development Bank,1
Orix Leasing Pakistan Limited,Primus Investment Management Ltd,1
Orix Leasing Pakistan Limited,Oman International Dev. & Inv.- OMINVEST,1
Orix Leasing Pakistan Limited,Oman National Investment Corp Hldg SAOG,1
Orix Leasing Pakistan Limited,Mediterranean&Gulf Coop Insrnc&Rinsrn Co,1
Orix Leasing Pakistan Limited,ORIX Modaraba,3
Orix Leasing Pakistan Limited,Saudi Orix Leasing Co.,2
Orix Leasing Pakistan Limited,ORIX Leasing Egypt SAE,2
Orix Leasing Pakistan Limited,Thai Incinerate Service Co. Ltd.,1
Orix Leasing Pakistan Limited,Nassim Park Developments Pte Ltd.,1
Orix Leasing Pakistan Limited,Orix Hotels International Pvt Ltd.,1
Orix Leasing Pakistan Limited,"ORIX Risingsun Properties, Inc.",1
Orix Leasing Pakistan Limited,Bonifacio Landmark Realty & Development Corp.,1
Orix Leasing Pakistan Limited,ORIX Australia Corp. Ltd.,1
Orix Leasing Pakistan Limited,ORIX Metro Leasing & Finance Corp.,1
Orix Leasing Pakistan Limited,ORIX Auto Infrastructure Services Ltd.,3
Orix Leasing Pakistan Limited,Orix Polska SA,1
Orix Leasing Pakistan Limited,EnTie Commercial Bank,1
Orix Leasing Pakistan Limited,OPP (Pvt) Ltd.,1
Orix Leasing Pakistan Limited,OMLF Servicer Corp.,1
Orix Leasing Pakistan Limited,"ORIX Glorious Stars, Inc.",1
Orix Leasing Pakistan Limited,Federal Land Orix Corp.,1
Orix Leasing Pakistan Limited,Lanka Orix Leasing Company Ltd,3
Orix Leasing Pakistan Limited,PT Orix Indonesia Finance,1
Orix Leasing Pakistan Limited,IL&FS Securities Services Ltd.,1
Orix Leasing Pakistan Limited,Infrastructure Leasing & Financial Services Ltd.,2
Orix Leasing Pakistan Limited,"ORIX Real Estate Capital, Inc.",1
Orix Leasing Pakistan Limited,ORIX Aviation Systems Ltd.,1
Orix Leasing Pakistan Limited,Orient Infrastructure Asset Managers Ltd.,1
Orix Leasing Pakistan Limited,Orix Leasing Singapore Ltd.,1
Orix Leasing Pakistan Limited,Institute of Chartered Accountant of Pakistan,2
Orix Leasing Pakistan Limited,Silkbank Limited,1
Orix Leasing Pakistan Limited,Fauji Fertilizer Company Limited,1
Orix Leasing Pakistan Limited,Atlas Honda ltd,1
Sui Northern Gas Pipeline  Limited,Orix Leasing Pakistan Limited,1
Thal Limited,GlaxoSmithKline Iran ltd.,1
Thal Limited,Karakoram Motors (Pvt) Ltd.,1
Thal Limited,Pakistan Auto Sector Skill Development Co.,1
Thal Limited,Korangi Vocational Training Institute,1
Thal Limited,Pakistan Ministry of Industries & Production,1
Thal Limited,Masoomen Hospital Trust,1
Thal Limited,Al-Sayyeda Benevolent Trust,1
Thal Limited,Federation of Pakistan Chambers of Commerce & Industry,1
Thal Limited,Agriauto Industries Ltd,1
Thal Limited,Young Presidents' Organization (Pakistan),2
Thal Limited,Habib Insurance Company Limited,2
Thal Limited,Habib University Foundation,3
Thal Limited,Education Fund for Sindh,2
Thal Limited,Shabbir Tiles & Ceramic ltd,2
Thal Limited,Makro-Habib Pakistan Ltd,2
Thal Limited,METRO- Habib Cash & Carry Pakistan (Pvt) Ltd.,1
Thal Limited,Shaukat Khanum Memorial Trust,1
Thal Limited,Mohamedali Habib Welfare Trust,2
Thal Limited,Habib Medical Trust,3
Thal Limited,Habib Poor Fund,1
Thal Limited,Rehmatbai Habib Food & Clothing Trust,1
Thal Limited,Rehmatbai Habib Widow & Orphans Trust,1
Thal Limited,Atlas Fund of Funds,1
Thal Limited,Securities & Exchange Commission of Pakistan,1
Thal Limited,National Industrial Parks Development & Management Co.,1
Thal Limited,Thal ltd,1
Thal Limited,Tri Pak Films Ltd,1
Shifa International Hospitals Limited,College of Physicians & Surgeons Pakistan,2
Shifa International Hospitals Limited,American College of Cardiology Foundation,1
Shifa International Hospitals Limited,Pakistan Cardiac Society,1
Shifa International Hospitals Limited,Lifesavers Foundation,1
Shifa International Hospitals Limited,Shifa College of Medicine,2
Shifa International Hospitals Limited,Sialkot International Airport,1
Shifa International Hospitals Limited,"Society For International Help, Inc.",1
Shifa International Hospitals Limited,Tameer e Millat Foundation,1
Shifa International Hospitals Limited,Naveed Zafar Ashfaq Jaffery & Co.,1
Shifa International Hospitals Limited,The American Institute of Certified Public Accountants,1
Shifa International Hospitals Limited,The World Bank,1
Shifa International Hospitals Limited,Naveed Zafar Husain Jaffery & Co.,1
Shifa International Hospitals Limited,Shifa Foundation,2
Shifa International Hospitals Limited,Institute of Chartered Accountant of Pakistan,1
Pakistan Services Limited,Institute of Corporate Secretaries of Pakistan,2
Pakistan Services Limited,Pakistan Institute of Public Finance Accountants,1
Pakistan Services Limited,Army Welfare Trust,1
Pakistan Services Limited,SME Leasing Ltd,1
Pakistan Services Limited,Institute of Chartered Accountant of Pakistan,1
Pakistan Services Limited,Institute of Cost & Management Accountants of Pakistan,1
Pakistan Services Limited,Jubilee Insurance Co. of Kenya Ltd.,1
Pakistan Services Limited,Hashwani Hotels Ltd.,1
Pakistan Services Limited,Zaver Petroleum Corp. Ltd.,1
Pakistan Services Limited,Ocean Pakistan Ltd.,2
Pakistan Services Limited,Hashoo Group Ltd.,1
Pakistan Services Limited,OPI Gas Pvt Ltd.,1
Pakistan Services Limited,Gelcaps (Pakistan) Ltd.,1
Pakistan Services Limited,Hassan Ali & Co.,1
Pakistan Services Limited,Hassan Ali (Grains) Pvt Ltd.,2
Pakistan Services Limited,Hashoo Holdings Pvt Ltd. (Pakistan),1
Pakistan Services Limited,Hashoo International (Pvt) Ltd.,1
Pakistan Services Limited,Noor Properties (Pvt) Ltd.,1
Pakistan Services Limited,Zaver Chemicals Ltd.,1
Pakistan Services Limited,Zaver Mining Co. (Pvt) Ltd.,1
Pakistan Services Limited,TransAir Travels (Pvt) Ltd.,1
Pakistan Services Limited,Pearl Tours & Travels (Pvt) Ltd.,1
Pakistan Services Limited,Zaver Power (Pvt) Ltd.,1
Pakistan Services Limited,Zaver Oils Ltd.,1
Pakistan Services Limited,Pakistan Services (Azad Kashmir) Ltd.,1
Jubilee General Insurance Company ltd,Pakistan Services Limited,1
Indus Dyeing Manufacturing Company Limited,Sunrays Textile Mills Ltd,8
Service Industries Limited,Gujranwala Power Supply Co. Ltd.,1
Service Industries Limited,Standard Spinning Mills Pvt Ltd.,1
Service Industries Limited,Punjab Industrial Estates Development & Management Ltd.,2
Service Industries Limited,Monell (Pvt) Ltd.,1
Service Industries Limited,Ellahi International (Pvt) Ltd.,1
Service Industries Limited,The Pakpur Foundation,1
Service Industries Limited,Punjab Environment & Effluent Treatment Co.,1
Service Industries Limited,Prosperity Weaving Mills Ltd,1
Service Industries Limited,Ellcot Spinning Mills Ltd,1
Service Industries Limited,ARH (Pvt) Ltd.,1
Service Industries Limited,Nagina Cotton Mills Limited,1
Service Industries Limited,Competitiveness Support Fund,1
Service Industries Limited,Punjab Social Security Health Management Co.,1
Service Industries Limited,Atlas Power Limited,1
Service Industries Limited,Systems Limited,1
Service Industries Limited,Speed (Pvt) Ltd,1
Service Industries Limited,Quaid e Azam Solar Power (pvt) ltd,1
Service Industries Limited,Quaid-e-Azam Thermal Power (Pvt.) Limited,1
Service Industries Limited,National Power Parks Management Company (Pvt) Ltd,1
Bata Pakistan Limited,Baluchistan Wheels ltd,1
Bata Pakistan Limited,Bata Emerging Markets Ltd.,1
Bata Pakistan Limited,Bata Shoe Co. of Ceylon Ltd.,3
Bata Pakistan Limited,Bata (Malaysia) Sdn. Bhd.,1
Bannu Woollen Mills Limited,Janana De Malucho Textile Mills Ltd.,5
Bannu Woollen Mills Limited,Marie Stopes International,1
Bannu Woollen Mills Limited,Marie Stopes Society Pakistan,1
Pakistan Tobacco Company Limited,Bannu Woollen Mills Limited,1
Bannu Woollen Mills Limited,Baluchistan Wheels ltd,1
Bannu Woollen Mills Limited,Institute of Chartered Accountant of Pakistan,1
Bannu Woollen Mills Limited,Liaquat National Hospital,1
Bannu Woollen Mills Limited,Pak Grease Manufacturing Co. Pvt Ltd.,1
Bannu Woollen Mills Limited,Ghandhara Nissan Ltd,4
Bannu Woollen Mills Limited,Bibojee Services Pvt ltd,3
Bannu Woollen Mills Limited,Universal Insurance Co ltd,5
Bannu Woollen Mills Limited,Ghandhara Industries Limited,3
Bannu Woollen Mills Limited,Janana De Malucho Textile Mills Ltd.,5
Bannu Woollen Mills Limited,Gammon Pakistan Ltd,1
Bannu Woollen Mills Limited,Rehman Cotton Mills ltd,4
Bannu Woollen Mills Limited,Pakistan Wild Life Conservation Foundation,2
Bannu Woollen Mills Limited,Ghandhara DF Pvt ltd,2
Bannu Woollen Mills Limited,General Tyre And Rubber Co Pakistan,2
Punjab Oil Mills Limited,Hala Enterprises Ltd.,2
Bannu Woollen Mills Limited,Punjab Oil Mills Limited,1
Punjab Oil Mills Limited,Baluchistan Wheels ltd,1
Millat Tractors Limited,Punjab Oil Mills Limited,1
Millat Tractors Limited,Bannu Woollen Mills Limited,1
Fauji Fertilizer Company Limited,Askari Bank Limited,4
Fauji Fertilizer Company Limited,Askari Cement Company,4
Fauji Fertilizer Company Limited,Daharki Power Holdings Ltd.,3
Fauji Fertilizer Company Limited,Fauji Akbar Portia Marine Terminal Limited ,5
Fauji Fertilizer Company Limited,Fauji Cement Company Limited,6
Fauji Fertilizer Company Limited,Fauji Fertilizer Bin Qasim Limited,7
Fauji Fertilizer Company Limited,Fauji Foods Ltd,4
Fauji Fertilizer Company Limited,Fauji Fresh N Freeze Ltd.,4
Fauji Fertilizer Company Limited,Fauji Kabirwala Power Co. Ltd.,3
Fauji Fertilizer Company Limited,Fauji Meat Ltd.,5
Fauji Fertilizer Company Limited,FFBL Power Company limited,5
Fauji Fertilizer Company Limited,FFC Energy Limited,5
Fauji Fertilizer Company Limited,Foundation Power Company Daharki Limited ,4
Fauji Fertilizer Company Limited,Mari Petroleum Company Limited,7
Fauji Fertilizer Company Limited,Foundation Wind Energy-I Ltd.,5
Fauji Fertilizer Company Limited,Foundation Wind Energy-II (Pvt) Ltd.,5
Fauji Fertilizer Company Limited,Noon Pakistan Limited,4
Fauji Fertilizer Company Limited,Foundation University,2
Fauji Fertilizer Company Limited,Fauji Infraavest Foods Limited,2
Fauji Fertilizer Company Limited,Fauji Oil Terminal And Distribution Company Limited ,3
Fauji Fertilizer Company Limited,"Pakistan Maroc Phosphore, S.A., Morocco",3
Fauji Fertilizer Company Limited,Din Farm Products Limited,1
Bank Al Habib Limited,Fauji Fertilizer Company Limited,1
Sui Southern Gas Company Limited,Fauji Fertilizer Company Limited,1
Sui Northern Gas Pipeline  Limited,Fauji Fertilizer Company Limited,1
HUB Power Company Ltd,Fauji Fertilizer Company Limited,1
Fauji Fertilizer Company Limited,International Industries Ltd.,1
Fauji Fertilizer Company Limited,Laraib Energy Ltd.,1
Fauji Fertilizer Company Limited,Hira Terry Mills Ltd.,1
Fauji Fertilizer Company Limited,Fauji Fertilizer Bin Qasim Limited,7
Fauji Fertilizer Bin Qasim Limited,Fauji Cement Company Limited,6
Fauji Fertilizer Bin Qasim Limited,Foundation Power Company Daharki Limited ,4
Fauji Fertilizer Bin Qasim Limited,Mari Petroleum Company Limited,3
Fauji Fertilizer Bin Qasim Limited,Fauji Akbar Portia Marine Terminal Limited ,4
Fauji Fertilizer Bin Qasim Limited,Fauji Oil Terminal And Distribution Company Limited ,4
Fauji Fertilizer Bin Qasim Limited,"Pakistan Maroc Phosphore, S.A., Morocco",4
Fauji Fertilizer Bin Qasim Limited,Askari Bank Limited,5
Fauji Fertilizer Bin Qasim Limited,Askari Cement Company,5
Fauji Fertilizer Bin Qasim Limited,FFBL Power Company limited,7
Fauji Fertilizer Bin Qasim Limited,KASB Bank,1
Fauji Fertilizer Bin Qasim Limited,Chamber of Commerce and Industry (OICCI),1
Fauji Fertilizer Bin Qasim Limited,State Bank of Pakistan,1
Fauji Fertilizer Bin Qasim Limited,The Institute of Bankers Pakistan,1
Fauji Fertilizer Bin Qasim Limited,Fauji Foods Ltd,8
Fauji Fertilizer Bin Qasim Limited,Fauji Meat Ltd.,6
Fauji Fertilizer Bin Qasim Limited,Foundation Wind Energy-I Ltd.,5
Fauji Fertilizer Bin Qasim Limited,Foundation Wind Energy-II (Pvt) Ltd.,4
Fauji Fertilizer Bin Qasim Limited,Daharki Power Holdings Ltd.,4
Fauji Fertilizer Bin Qasim Limited,Fauji Kabirwala Power Co. Ltd.,3
Fauji Fertilizer Bin Qasim Limited,FFC Energy Limited,2
Fauji Fertilizer Bin Qasim Limited,Karachi Shipyard and Engineering,1
Fauji Cement Company Limited,Askari Bank Limited,3
Fauji Cement Company Limited,Askari Cement Company,5
Fauji Cement Company Limited,Foundation Power Company Daharki Limited ,4
Fauji Cement Company Limited,Mari Petroleum Company Limited,4
Fauji Cement Company Limited,Fauji Akbar Portia Marine Terminal Limited ,3
Fauji Cement Company Limited,Fauji Oil Terminal And Distribution Company Limited ,2
Fauji Cement Company Limited,"Pakistan Maroc Phosphore, S.A., Morocco",2
Fauji Cement Company Limited,FFC Energy Limited,3
Fauji Fertilizer Company Limited,Fauji Cement Company Limited,7
Fauji Fertilizer Bin Qasim Limited,Fauji Cement Company Limited,6
Fauji Cement Company Limited,FFBL Power Company limited,5
Fauji Cement Company Limited,Noon Pakistan Limited,4
Fauji Cement Company Limited,Foundation University,2
Fauji Cement Company Limited,Foundation Wind Energy-I Ltd.,5
Fauji Cement Company Limited,Foundation Wind Energy-II (Pvt) Ltd.,4
Fauji Cement Company Limited,Fauji Foods Ltd,4
Fauji Cement Company Limited,Fauji Kabirwala Power Co. Ltd.,3
Fauji Cement Company Limited,Fauji Meat Ltd.,4
Fauji Cement Company Limited,Fauji Fresh N Freeze Ltd.,3
Fauji Cement Company Limited,Daharki Power Holdings Ltd.,3
HUB Power Company Ltd,Fauji Cement Company Limited,1
Fauji Cement Company Limited,Fauji Infraavest Foods Limited,2
Fauji Cement Company Limited,MID EAST Agencies Pvt LTD,1
Fauji Cement Company Limited,United Brothers Pvt LTD,1
Fauji Cement Company Limited,UNIBRO Industries Limited,1
Fauji Cement Company Limited,UNIBRO Garments Pvt LTD,1
Fauji Cement Company Limited,UNIBRO Textile Pvt LTD,1
Fauji Cement Company Limited,PAKGULF Leasing Company Limited,1
Fauji Cement Company Limited,Asian Development Bank,1
Fauji Cement Company Limited,Laraib Energy Ltd.,1
Foundation Power Company Daharki Limited ,Askari Bank Limited,2
Foundation Power Company Daharki Limited ,Askari Cement Company,3
Foundation Power Company Daharki Limited ,Mari Petroleum Company Limited,3
Foundation Power Company Daharki Limited ,Fauji Akbar Portia Marine Terminal Limited ,3
Foundation Power Company Daharki Limited ,Fauji Oil Terminal And Distribution Company Limited ,2
Foundation Power Company Daharki Limited ,"Pakistan Maroc Phosphore, S.A., Morocco",1
Foundation Power Company Daharki Limited ,FFC Energy Limited,2
Fauji Fertilizer Company Limited,Foundation Power Company Daharki Limited ,4
Fauji Fertilizer Bin Qasim Limited,Foundation Power Company Daharki Limited ,4
Fauji Cement Company Limited,Foundation Power Company Daharki Limited ,4
Foundation Power Company Daharki Limited ,Laraib Energy Ltd.,1
HUB Power Company Ltd,Foundation Power Company Daharki Limited ,1
Foundation Power Company Daharki Limited ,FFBL Power Company limited,4
Foundation Power Company Daharki Limited ,Noon Pakistan Limited,3
Foundation Power Company Daharki Limited ,Pakistan Rangers Sindh,2
Foundation Power Company Daharki Limited ,Foundation University,1
Foundation Power Company Daharki Limited ,Foundation Wind Energy-I Ltd.,3
Foundation Power Company Daharki Limited ,Foundation Wind Energy-II (Pvt) Ltd.,3
Foundation Power Company Daharki Limited ,Daharki Power Holdings Ltd.,2
Foundation Power Company Daharki Limited ,Fauji Kabirwala Power Co. Ltd.,2
Foundation Power Company Daharki Limited ,Fauji Foods Ltd,2
Foundation Power Company Daharki Limited ,Fauji Meat Ltd.,3
Foundation Power Company Daharki Limited ,Fauji Fresh N Freeze Ltd.,2
Mari Petroleum Company Limited,Askari Bank Limited,3
Mari Petroleum Company Limited,Askari Cement Company,3
Fauji Fertilizer Company Limited,Mari Petroleum Company Limited,7
Fauji Fertilizer Bin Qasim Limited,Mari Petroleum Company Limited,3
Fauji Cement Company Limited,Mari Petroleum Company Limited,4
Foundation Power Company Daharki Limited ,Mari Petroleum Company Limited,3
Mari Petroleum Company Limited,Fauji Akbar Portia Marine Terminal Limited ,4
Mari Petroleum Company Limited,Fauji Oil Terminal And Distribution Company Limited ,3
Mari Petroleum Company Limited,"Pakistan Maroc Phosphore, S.A., Morocco",2
HUB Power Company Ltd,Mari Petroleum Company Limited,1
Oil & Gas Development Company Limited,Mari Petroleum Company Limited,2
Sui Southern Gas Company Limited,Mari Petroleum Company Limited,1
Bank Al Habib Limited,Mari Petroleum Company Limited,1
Mari Petroleum Company Limited,Laraib Energy Ltd.,1
Mari Petroleum Company Limited,Noon Pakistan Limited,4
Mari Petroleum Company Limited,Fauji Infraavest Foods Limited,2
Mari Petroleum Company Limited,FFC Energy Limited,4
Mari Petroleum Company Limited,Foundation University,2
Mari Petroleum Company Limited,Foundation Wind Energy-I Ltd.,4
Mari Petroleum Company Limited,Foundation Wind Energy-II (Pvt) Ltd.,4
Mari Petroleum Company Limited,FFBL Power Company limited,5
Mari Petroleum Company Limited,Fauji Foods Ltd,3
Mari Petroleum Company Limited,Daharki Power Holdings Ltd.,2
Mari Petroleum Company Limited,Fauji Kabirwala Power Co. Ltd.,3
Mari Petroleum Company Limited,Fauji Meat Ltd.,4
Mari Petroleum Company Limited,Fauji Fresh N Freeze Ltd.,4
Fauji Akbar Portia Marine Terminal Limited ,Askari Bank Limited,3
Fauji Akbar Portia Marine Terminal Limited ,Askari Cement Company,2
Fauji Fertilizer Company Limited,Fauji Akbar Portia Marine Terminal Limited ,5
Fauji Fertilizer Bin Qasim Limited,Fauji Akbar Portia Marine Terminal Limited ,4
Fauji Cement Company Limited,Fauji Akbar Portia Marine Terminal Limited ,3
Foundation Power Company Daharki Limited ,Fauji Akbar Portia Marine Terminal Limited ,3
Mari Petroleum Company Limited,Fauji Akbar Portia Marine Terminal Limited ,4
Fauji Akbar Portia Marine Terminal Limited ,Fauji Oil Terminal And Distribution Company Limited ,2
Fauji Akbar Portia Marine Terminal Limited ,"Pakistan Maroc Phosphore, S.A., Morocco",2
Fauji Akbar Portia Marine Terminal Limited ,FFC Energy Limited,3
Fauji Akbar Portia Marine Terminal Limited ,Laraib Energy Ltd.,1
Fauji Akbar Portia Marine Terminal Limited ,FFBL Power Company limited,4
Fauji Akbar Portia Marine Terminal Limited ,Noon Pakistan Limited,4
Fauji Akbar Portia Marine Terminal Limited ,Fauji Infraavest Foods Limited,2
HUB Power Company Ltd,Fauji Akbar Portia Marine Terminal Limited ,1
National Bank Of Pakistan,Fauji Akbar Portia Marine Terminal Limited ,1
Fauji Akbar Portia Marine Terminal Limited ,Foundation University,2
Fauji Akbar Portia Marine Terminal Limited ,Foundation Wind Energy-I Ltd.,4
Fauji Akbar Portia Marine Terminal Limited ,Foundation Wind Energy-II (Pvt) Ltd.,4
Fauji Akbar Portia Marine Terminal Limited ,Fauji Meat Ltd.,4
Fauji Akbar Portia Marine Terminal Limited ,Fauji Fresh N Freeze Ltd.,3
Fauji Akbar Portia Marine Terminal Limited ,Fauji Foods Ltd,3
Fauji Akbar Portia Marine Terminal Limited ,Daharki Power Holdings Ltd.,2
Fauji Akbar Portia Marine Terminal Limited ,Fauji Kabirwala Power Co. Ltd.,2
Fauji Akbar Portia Marine Terminal Limited ,Dubai Islamic Bank,1
Fauji Akbar Portia Marine Terminal Limited ,Selar Enterprises Pvt ltd ,1
Fauji Akbar Portia Marine Terminal Limited ,Pakistan Mercantile Exchange,1
Fauji Akbar Portia Marine Terminal Limited ,TPL Direct Insurance Ltd,1
Fauji Oil Terminal And Distribution Company Limited ,Askari Bank Limited,3
Fauji Oil Terminal And Distribution Company Limited ,Askari Cement Company,2
Fauji Fertilizer Company Limited,Fauji Oil Terminal And Distribution Company Limited ,3
Fauji Fertilizer Bin Qasim Limited,Fauji Oil Terminal And Distribution Company Limited ,4
Fauji Cement Company Limited,Fauji Oil Terminal And Distribution Company Limited ,2
Foundation Power Company Daharki Limited ,Fauji Oil Terminal And Distribution Company Limited ,2
Mari Petroleum Company Limited,Fauji Oil Terminal And Distribution Company Limited ,3
Fauji Akbar Portia Marine Terminal Limited ,Fauji Oil Terminal And Distribution Company Limited ,2
Fauji Oil Terminal And Distribution Company Limited ,"Pakistan Maroc Phosphore, S.A., Morocco",2
HUB Power Company Ltd,Fauji Oil Terminal And Distribution Company Limited ,1
Fauji Oil Terminal And Distribution Company Limited ,Laraib Energy Ltd.,1
Fauji Oil Terminal And Distribution Company Limited ,FFC Energy Limited,2
Fauji Oil Terminal And Distribution Company Limited ,FFBL Power Company limited,4
Fauji Oil Terminal And Distribution Company Limited ,Noon Pakistan Limited,4
Fauji Oil Terminal And Distribution Company Limited ,Fauji Infraavest Foods Limited,1
Fauji Oil Terminal And Distribution Company Limited ,Foundation University,2
Fauji Oil Terminal And Distribution Company Limited ,Foundation Wind Energy-I Ltd.,3
Fauji Oil Terminal And Distribution Company Limited ,Foundation Wind Energy-II (Pvt) Ltd.,3
Fauji Oil Terminal And Distribution Company Limited ,Fauji Foods Ltd,3
Fauji Oil Terminal And Distribution Company Limited ,Fauji Meat Ltd.,4
Fauji Oil Terminal And Distribution Company Limited ,Fauji Fresh N Freeze Ltd.,3
Fauji Oil Terminal And Distribution Company Limited ,Daharki Power Holdings Ltd.,1
Fauji Oil Terminal And Distribution Company Limited ,Fauji Kabirwala Power Co. Ltd.,1
National Bank Of Pakistan,Fauji Oil Terminal And Distribution Company Limited ,1
Fauji Oil Terminal And Distribution Company Limited ,Akbar Group of Companies,4
Fauji Oil Terminal And Distribution Company Limited ,OCP,2
"Pakistan Maroc Phosphore, S.A., Morocco",Askari Bank Limited,4
"Pakistan Maroc Phosphore, S.A., Morocco",Foundation Wind Energy-I Ltd.,3
"Pakistan Maroc Phosphore, S.A., Morocco",Foundation Wind Energy-II (Pvt) Ltd.,3
"Pakistan Maroc Phosphore, S.A., Morocco",Fauji Foods Ltd,4
"Pakistan Maroc Phosphore, S.A., Morocco",Fauji Meat Ltd.,5
"Pakistan Maroc Phosphore, S.A., Morocco",Fauji Fresh N Freeze Ltd.,2
"Pakistan Maroc Phosphore, S.A., Morocco",Daharki Power Holdings Ltd.,1
"Pakistan Maroc Phosphore, S.A., Morocco",Fauji Kabirwala Power Co. Ltd.,1
"Pakistan Maroc Phosphore, S.A., Morocco",FFBL Power Company limited,5
"Pakistan Maroc Phosphore, S.A., Morocco",Noon Pakistan Limited,3
"Pakistan Maroc Phosphore, S.A., Morocco",Fauji Infraavest Foods Limited,1
"Pakistan Maroc Phosphore, S.A., Morocco",SWF,2
"Pakistan Maroc Phosphore, S.A., Morocco",Association Cambiste Internationale (ACI),1
"Pakistan Maroc Phosphore, S.A., Morocco",Foundation University,3
Fauji Fertilizer Company Limited,"Pakistan Maroc Phosphore, S.A., Morocco",3
Fauji Fertilizer Bin Qasim Limited,"Pakistan Maroc Phosphore, S.A., Morocco",4
Fauji Cement Company Limited,"Pakistan Maroc Phosphore, S.A., Morocco",2
"Pakistan Maroc Phosphore, S.A., Morocco",Askari Cement Company,2
"Pakistan Maroc Phosphore, S.A., Morocco",FFC Energy Limited,1
"Pakistan Maroc Phosphore, S.A., Morocco",Laraib Energy Ltd.,1
HUB Power Company Ltd,"Pakistan Maroc Phosphore, S.A., Morocco",1
Foundation Power Company Daharki Limited ,"Pakistan Maroc Phosphore, S.A., Morocco",1
Mari Petroleum Company Limited,"Pakistan Maroc Phosphore, S.A., Morocco",2
Fauji Akbar Portia Marine Terminal Limited ,"Pakistan Maroc Phosphore, S.A., Morocco",2
Fauji Oil Terminal And Distribution Company Limited ,"Pakistan Maroc Phosphore, S.A., Morocco",2
Foundation Securities (Pvt) Limited ,Infraavest Ltd,1
Askari Bank Limited,Askari Cement Company,3
Fauji Fertilizer Company Limited,Askari Bank Limited,4
Fauji Fertilizer Bin Qasim Limited,Askari Bank Limited,5
Fauji Cement Company Limited,Askari Bank Limited,3
Foundation Power Company Daharki Limited ,Askari Bank Limited,2
Mari Petroleum Company Limited,Askari Bank Limited,3
Fauji Akbar Portia Marine Terminal Limited ,Askari Bank Limited,3
Fauji Oil Terminal And Distribution Company Limited ,Askari Bank Limited,3
"Pakistan Maroc Phosphore, S.A., Morocco",Askari Bank Limited,4
Askari Bank Limited,Laraib Energy Ltd.,1
HUB Power Company Ltd,Askari Bank Limited,1
National Bank Of Pakistan,Askari Bank Limited,1
MCB Bank Limited,Askari Bank Limited,1
Askari Bank Limited,Martens Marine Private Ltd,1
Askari Bank Limited,Modaraba,1
Askari Bank Limited,Corparate Banking Group,1
Askari Bank Limited,SEVP,1
Askari Bank Limited,NIT,1
Askari Bank Limited,Association Cambiste Internationale (ACI),1
Askari Bank Limited,FFC Energy Limited,3
Askari Bank Limited,FFBL Power Company limited,5
Askari Bank Limited,Noon Pakistan Limited,4
Askari Bank Limited,Fauji Infraavest Foods Limited,1
Askari Bank Limited,Foundation University,3
Askari Bank Limited,Foundation Wind Energy-I Ltd.,3
Askari Bank Limited,Foundation Wind Energy-II (Pvt) Ltd.,3
Askari Bank Limited,Fauji Foods Ltd,4
Askari Bank Limited,Fauji Meat Ltd.,5
Askari Bank Limited,Fauji Fresh N Freeze Ltd.,4
Askari Bank Limited,Daharki Power Holdings Ltd.,2
Askari Bank Limited,Fauji Kabirwala Power Co. Ltd.,2
